age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
26;admin.;divorced;secondary;no;4681;no;no;cellular;23;nov;0;2;-1;0;unknown;no
39;management;married;secondary;no;1052;yes;no;cellular;19;may;117;6;340;1;unknown;no
42;retired;married;secondary;no;-2163;yes;no;cellular;5;jan;242;3;-1;0;unknown;yes
37;technician;single;secondary;no;-456;yes;no;unknown;27;jul;386;1;-1;0;unknown;yes
36;student;married;secondary;no;-3000;yes;no;cellular;11;aug;7;1;-1;0;unknown;no
23;blue-collar;married;secondary;no;-1412;no;no;telephone;4;jan;77;1;-1;0;unknown;no
44;technician;married;secondary;no;2627;no;no;cellular;4;jul;1100;4;-1;0;unknown;yes
19;blue-collar;married;primary;no;1206;yes;no;cellular;26;jul;78;2;-1;0;unknown;no
41;technician;divorced;secondary;no;679;yes;no;cellular;15;may;390;1;306;2;unknown;yes
21;unemployed;single;secondary;no;-1029;yes;no;cellular;8;aug;185;3;-1;0;success;yes
41;blue-collar;single;secondary;no;-3000;yes;yes;cellular;25;may;33;3;347;1;unknown;no
40;services;married;tertiary;no;1896;yes;no;cellular;27;jul;268;3;-1;0;failure;no
45;admin.;married;tertiary;no;2487;no;no;cellular;13;jun;881;1;212;0;unknown;yes
50;management;married;tertiary;yes;-1624;yes;yes;cellular;20;may;566;1;-1;0;unknown;no
52;management;married;secondary;no;-250;no;no;telephone;12;jul;304;4;326;2;unknown;no
23;management;married;primary;no;5976;no;no;cellular;2;aug;186;1;-1;0;unknown;yes
40;technician;single;tertiary;no;4828;no;no;cellular;1;dec;100;3;-1;0;unknown;no
63;self-employed;single;secondary;no;-3000;no;no;cellular;14;may;114;3;-1;0;unknown;yes
42;management;married;secondary;no;1096;no;no;cellular;26;feb;110;4;-1;0;other;no
31;technician;divorced;primary;no;5714;no;no;unknown;20;dec;663;3;-1;0;unknown;no
40;technician;single;tertiary;no;700;yes;no;unknown;8;jul;61;1;-1;0;unknown;no
36;admin.;married;primary;no;543;yes;yes;telephone;16;dec;123;3;52;2;unknown;no
28;unemployed;single;tertiary;no;4628;yes;no;cellular;5;apr;147;2;166;0;failure;no
50;admin.;married;tertiary;no;4311;no;no;telephone;2;may;136;2;321;1;unknown;yes
47;technician;married;secondary;no;4155;no;no;cellular;15;apr;1;7;-1;0;unknown;no
26;blue-collar;married;tertiary;no;564;yes;no;cellular;27;sep;82;1;-1;0;unknown;no
39;blue-collar;single;secondary;no;3338;no;no;cellular;4;nov;179;5;-1;0;unknown;yes
34;management;married;tertiary;no;5834;no;no;unknown;4;jun;371;2;-1;0;unknown;yes
23;retired;married;secondary;no;1200;no;no;cellular;10;may;219;3;177;2;unknown;yes
25;housemaid;married;tertiary;no;139;no;no;cellular;21;apr;126;6;19;1;unknown;no
27;admin.;married;secondary;no;5040;no;no;telephone;18;jul;284;3;-1;0;unknown;yes
40;management;single;tertiary;no;7486;yes;no;cellular;7;jun;285;3;180;2;unknown;yes
35;technician;single;secondary;no;7695;yes;yes;cellular;5;jul;74;2;-1;0;unknown;no
30;housemaid;married;secondary;no;226;yes;no;cellular;4;may;28;4;-1;0;unknown;no
36;blue-collar;married;tertiary;no;527;yes;no;cellular;24;may;422;1;332;2;unknown;no
49;management;married;tertiary;no;-1737;yes;no;unknown;15;jan;196;3;-1;0;unknown;no
44;admin.;married;secondary;no;1704;no;no;cellular;18;jul;50;4;-1;0;unknown;yes
52;technician;married;secondary;no;-1872;no;no;unknown;17;may;79;1;-1;0;unknown;yes
38;technician;married;secondary;no;-229;no;yes;cellular;6;dec;378;3;-1;0;unknown;yes
58;management;married;unknown;no;3453;yes;no;telephone;26;jul;275;3;-1;0;unknown;yes
44;entrepreneur;single;tertiary;no;2519;yes;no;cellular;26;may;754;4;-1;0;unknown;no
35;technician;single;tertiary;no;-3000;yes;no;unknown;24;may;162;2;108;2;failure;no
42;management;married;primary;no;6060;yes;yes;cellular;23;nov;13;1;312;0;failure;no
27;technician;married;secondary;no;-1910;no;no;telephone;25;jan;313;1;-1;0;unknown;no
37;retired;single;secondary;no;-1532;yes;no;cellular;1;may;76;1;-1;0;unknown;yes
45;student;married;tertiary;no;-2366;yes;no;cellular;3;dec;101;2;-1;0;unknown;no
47;management;single;primary;no;-633;no;no;cellular;9;jul;56;2;-1;0;unknown;no
36;management;single;tertiary;no;-1340;yes;no;unknown;5;jun;96;2;-1;0;unknown;no
71;technician;married;secondary;no;-1267;no;no;cellular;6;may;459;2;-1;0;other;yes
39;management;married;secondary;no;-3000;yes;no;cellular;27;sep;223;1;-1;0;failure;no
22;retired;single;secondary;no;1739;no;no;unknown;13;may;30;2;-1;0;unknown;yes
54;blue-collar;married;secondary;no;2046;yes;no;unknown;23;may;229;6;11;1;unknown;yes
47;retired;married;secondary;no;8083;no;no;cellular;3;may;261;5;-1;0;failure;no
43;management;divorced;primary;no;2809;yes;no;cellular;23;may;561;4;-1;0;unknown;no
35;blue-collar;married;secondary;no;-139;no;no;cellular;3;dec;510;1;-1;0;unknown;no
45;admin.;married;tertiary;no;-2252;yes;no;unknown;22;jul;16;2;-1;0;unknown;no
58;retired;single;primary;no;1061;yes;no;unknown;24;jul;523;3;-1;0;unknown;yes
43;services;married;secondary;no;2696;no;no;unknown;23;dec;13;2;93;1;failure;no
24;management;married;secondary;no;-160;yes;no;cellular;5;may;43;1;42;1;unknown;no
18;blue-collar;divorced;secondary;no;1533;yes;yes;cellular;12;jan;30;1;-1;0;unknown;yes
45;self-employed;married;tertiary;no;7042;yes;no;cellular;22;jul;52;2;-1;0;unknown;no
30;admin.;divorced;secondary;no;197;no;no;cellular;20;jun;422;4;-1;0;unknown;yes
39;management;divorced;tertiary;no;-3000;yes;no;unknown;18;jun;301;2;102;0;unknown;no
32;blue-collar;married;secondary;no;3970;yes;yes;cellular;7;feb;301;2;-1;0;failure;yes
31;blue-collar;married;primary;no;2292;yes;no;cellular;20;jun;663;4;-1;0;unknown;yes
32;blue-collar;married;secondary;no;-3000;no;yes;unknown;22;may;129;2;-1;0;unknown;yes
33;housemaid;married;secondary;no;2632;no;no;cellular;26;may;0;5;-1;0;unknown;yes
49;admin.;married;secondary;no;-1643;yes;no;cellular;12;may;265;1;-1;0;unknown;no
47;management;single;tertiary;no;2673;yes;no;unknown;2;may;526;3;-1;0;unknown;yes
27;management;married;secondary;no;7071;yes;no;unknown;16;may;972;1;-1;0;unknown;yes
29;management;married;secondary;no;819;yes;no;unknown;2;may;117;3;-1;0;unknown;no
45;housemaid;single;secondary;no;4599;yes;no;cellular;22;dec;448;1;-1;0;unknown;no
52;technician;married;secondary;no;-2335;yes;no;cellular;8;dec;491;1;-1;0;unknown;no
52;blue-collar;single;secondary;no;-3000;yes;no;cellular;1;jul;40;2;260;2;unknown;no
29;management;married;secondary;no;7402;no;no;telephone;14;dec;259;2;-1;0;unknown;yes
51;admin.;married;secondary;no;2273;yes;no;cellular;10;dec;49;1;17;1;unknown;no
21;admin.;single;secondary;no;3260;no;no;unknown;23;may;153;3;-1;0;success;yes
38;management;single;tertiary;no;4806;yes;no;cellular;22;may;549;1;-1;0;unknown;yes
46;management;single;tertiary;no;-233;yes;no;cellular;21;dec;405;3;-1;0;unknown;yes
18;technician;single;secondary;no;3825;no;no;unknown;13;jul;219;1;-1;0;unknown;no
64;management;single;secondary;no;3370;yes;no;unknown;10;may;430;4;-1;0;unknown;yes
55;technician;married;unknown;no;-2534;yes;no;cellular;13;jul;43;3;-1;0;unknown;no
48;admin.;married;secondary;no;5888;no;no;unknown;28;may;56;1;-1;0;unknown;no
30;admin.;single;secondary;no;5270;yes;no;unknown;13;may;60;2;-1;0;unknown;no
40;admin.;single;primary;no;-2501;yes;yes;unknown;24;may;389;3;-1;0;failure;no
49;blue-collar;divorced;secondary;no;1950;yes;no;unknown;1;may;576;3;-1;0;unknown;no
28;management;married;primary;no;656;yes;yes;telephone;5;jan;215;6;368;2;unknown;no
39;retired;married;unknown;no;5604;no;no;telephone;28;nov;824;4;-1;0;unknown;yes
51;admin.;single;tertiary;no;-2881;yes;no;cellular;16;may;338;4;322;1;unknown;no
24;technician;married;tertiary;no;12157;yes;yes;cellular;6;mar;215;2;-1;0;unknown;no
44;technician;divorced;tertiary;no;826;yes;no;cellular;4;mar;245;2;-1;0;failure;no
21;blue-collar;single;secondary;no;3565;yes;yes;cellular;10;jun;492;1;-1;0;unknown;yes
30;admin.;married;secondary;no;5512;no;no;cellular;11;dec;24;1;236;0;unknown;yes
35;blue-collar;single;tertiary;no;762;yes;no;cellular;28;apr;47;3;-1;0;success;no
46;blue-collar;single;unknown;no;1005;no;no;unknown;26;apr;80;1;-1;0;unknown;no
33;blue-collar;married;secondary;no;-158;no;no;unknown;2;may;585;3;-1;0;unknown;no
42;management;divorced;tertiary;no;-1306;no;no;cellular;24;jul;753;3;232;4;unknown;yes
33;blue-collar;married;secondary;no;2165;yes;no;cellular;21;may;114;4;-1;0;unknown;no
35;entrepreneur;single;secondary;no;944;yes;no;unknown;26;may;669;3;-1;0;failure;yes
54;unemployed;married;secondary;no;-178;no;no;unknown;22;may;205;5;-1;0;unknown;no
28;services;divorced;secondary;no;-2;no;no;unknown;9;may;166;1;-1;0;unknown;no
49;technician;married;primary;no;3078;yes;no;unknown;14;dec;464;4;-1;0;unknown;yes
40;blue-collar;married;secondary;no;-1042;yes;no;unknown;2;feb;205;3;-1;0;unknown;no
34;housemaid;divorced;secondary;no;609;yes;no;cellular;5;may;157;3;-1;0;unknown;no
27;management;married;secondary;no;4046;no;no;cellular;12;aug;4;4;-1;0;unknown;no
28;admin.;married;secondary;no;2091;yes;no;unknown;1;sep;3;3;-1;0;unknown;no
32;admin.;divorced;unknown;no;-1798;no;no;cellular;19;apr;256;3;-1;0;unknown;no
39;self-employed;divorced;secondary;no;1278;no;no;unknown;22;dec;19;4;-1;0;unknown;no
47;retired;married;secondary;no;2661;no;no;cellular;24;jul;347;4;-1;0;unknown;no
37;management;single;primary;no;4317;no;no;unknown;12;may;253;1;-1;0;unknown;yes
38;management;married;primary;no;-916;yes;no;cellular;21;jun;159;1;-1;0;failure;no
40;management;married;tertiary;no;-325;no;no;cellular;12;may;321;5;95;0;unknown;yes
46;admin.;married;secondary;no;-735;no;no;cellular;20;may;1292;3;-1;0;unknown;yes
48;entrepreneur;single;tertiary;no;-586;no;no;unknown;5;may;73;3;-1;0;unknown;no
25;blue-collar;single;primary;no;2565;yes;no;cellular;20;jul;211;2;-1;0;unknown;no
37;admin.;single;secondary;no;3133;no;no;unknown;2;sep;481;3;-1;0;unknown;yes
54;technician;single;secondary;no;4502;yes;no;unknown;14;may;4;4;-1;0;unknown;no
26;management;married;secondary;no;1076;yes;no;unknown;17;may;59;6;-1;0;unknown;no
41;services;married;primary;no;-2865;no;no;unknown;24;jun;191;3;-1;0;unknown;yes
39;blue-collar;married;primary;no;3358;yes;no;cellular;15;jul;208;3;98;2;unknown;yes
34;management;married;secondary;no;1827;no;no;cellular;17;aug;23;4;-1;0;unknown;no
58;blue-collar;married;primary;no;1529;yes;no;cellular;2;may;136;4;-1;0;unknown;no
41;admin.;divorced;unknown;no;-2500;no;yes;unknown;21;jul;190;4;-1;0;unknown;no
57;blue-collar;married;secondary;no;762;yes;yes;unknown;8;may;142;4;-1;0;unknown;no
41;technician;married;primary;no;-2230;no;yes;cellular;10;aug;313;2;-1;0;unknown;no
46;self-employed;married;secondary;no;2795;yes;no;cellular;3;may;383;2;-1;0;unknown;no
34;management;single;secondary;no;60;no;no;cellular;11;may;160;1;-1;0;unknown;yes
34;management;single;primary;no;-208;no;no;cellular;27;may;144;3;7;2;unknown;yes
45;technician;married;tertiary;no;-3000;yes;no;cellular;9;nov;317;6;37;3;other;yes
45;admin.;married;unknown;no;4431;yes;no;cellular;15;jul;210;2;-1;0;unknown;no
47;blue-collar;single;secondary;no;574;no;no;cellular;22;dec;531;2;-1;0;unknown;yes
45;entrepreneur;married;secondary;no;1610;no;no;cellular;11;apr;170;5;3;0;unknown;no
26;student;single;primary;no;-856;no;no;cellular;3;jun;222;2;-1;0;unknown;no
32;unknown;single;secondary;no;-3000;no;no;cellular;26;may;35;4;-1;0;unknown;no
50;blue-collar;married;secondary;no;-244;yes;yes;cellular;7;jul;470;1;-1;0;unknown;yes
19;technician;married;secondary;no;235;yes;no;cellular;28;aug;142;1;-1;0;unknown;yes
44;technician;divorced;secondary;no;2228;yes;no;cellular;23;oct;330;1;340;1;success;yes
39;blue-collar;married;secondary;no;284;yes;no;cellular;7;jul;145;1;-1;0;unknown;no
50;management;married;secondary;no;-805;no;no;cellular;4;jul;0;2;-1;0;unknown;no
45;management;single;secondary;no;-3000;yes;no;cellular;6;dec;132;1;-1;0;unknown;no
33;unemployed;divorced;tertiary;yes;1495;no;no;unknown;19;may;41;2;-1;0;unknown;no
33;blue-collar;divorced;secondary;no;-1039;no;yes;cellular;14;sep;132;1;-1;0;unknown;no
35;technician;single;tertiary;no;5312;no;yes;cellular;4;dec;100;1;-1;0;unknown;no
47;entrepreneur;married;primary;no;1800;no;no;cellular;19;jun;58;2;-1;0;unknown;yes
18;services;married;tertiary;no;3036;yes;no;cellular;19;aug;34;1;-1;0;unknown;no
42;management;single;tertiary;no;603;no;no;unknown;17;may;339;2;-1;0;unknown;no
31;management;married;primary;no;1953;yes;no;cellular;21;may;365;1;78;1;unknown;yes
43;technician;married;tertiary;yes;-1322;yes;no;cellular;28;jul;80;1;-1;0;unknown;no
44;technician;divorced;secondary;no;-2184;no;no;cellular;19;may;177;1;-1;0;unknown;no
22;technician;married;tertiary;no;1395;yes;no;cellular;12;jun;162;4;-1;0;unknown;no
38;admin.;married;primary;no;3061;no;no;cellular;17;nov;114;3;-1;0;success;yes
42;services;married;secondary;no;-3000;no;yes;cellular;15;mar;84;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;-147;no;no;cellular;9;feb;53;3;254;2;unknown;yes
39;management;married;unknown;no;6876;yes;no;cellular;27;jul;536;3;-1;0;unknown;yes
27;management;married;secondary;no;2787;no;no;telephone;28;may;465;5;-1;0;failure;yes
29;management;married;unknown;no;5962;yes;no;unknown;20;may;140;1;-1;0;unknown;no
25;management;single;tertiary;no;-552;no;yes;cellular;28;may;332;1;-1;0;success;yes
47;unknown;single;secondary;no;-23;yes;no;cellular;25;mar;179;4;-1;0;failure;no
39;blue-collar;married;tertiary;no;4250;no;yes;cellular;16;jan;23;1;-1;0;unknown;yes
40;self-employed;divorced;unknown;no;3220;yes;no;cellular;18;nov;449;2;-1;0;unknown;yes
22;management;married;secondary;no;1066;yes;yes;telephone;18;may;64;7;-1;0;unknown;no
40;blue-collar;married;secondary;no;-2437;yes;no;cellular;4;may;319;3;-1;0;unknown;no
47;blue-collar;single;secondary;no;4820;yes;no;cellular;4;dec;194;6;-1;0;failure;no
20;technician;married;secondary;no;8880;no;no;cellular;21;sep;304;2;-1;0;unknown;yes
35;technician;divorced;primary;no;-3000;yes;yes;telephone;27;apr;165;3;-1;0;unknown;no
23;technician;married;secondary;no;5560;yes;no;cellular;1;jun;315;2;-1;0;failure;no
36;unknown;divorced;secondary;no;-54;no;yes;unknown;5;aug;8;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;349;yes;no;unknown;12;jul;10;5;-1;0;unknown;no
45;entrepreneur;divorced;secondary;no;2158;yes;yes;cellular;14;aug;589;4;265;4;unknown;no
42;self-employed;married;tertiary;no;-2266;no;no;unknown;10;jun;360;3;-1;0;unknown;yes
55;management;divorced;tertiary;no;1238;yes;no;cellular;18;may;458;2;-1;0;unknown;yes
40;management;married;primary;no;-3000;yes;no;unknown;21;jun;158;1;-1;0;unknown;no
44;entrepreneur;married;secondary;no;2778;yes;no;unknown;10;jul;160;2;-1;0;unknown;no
34;management;divorced;secondary;no;8051;yes;no;cellular;26;jul;198;2;162;2;unknown;no
28;management;married;unknown;no;-568;yes;no;cellular;16;mar;72;2;-1;0;unknown;no
50;blue-collar;single;primary;no;843;yes;no;unknown;6;feb;343;3;-1;0;success;yes
54;management;single;secondary;no;991;no;yes;cellular;3;dec;459;1;-1;0;unknown;no
48;management;married;tertiary;no;4309;yes;no;cellular;20;may;618;1;-1;0;failure;yes
42;management;single;tertiary;no;2566;yes;no;cellular;15;may;189;1;-1;0;unknown;no
30;blue-collar;married;tertiary;no;4111;yes;no;unknown;5;aug;139;3;251;3;success;yes
53;services;divorced;tertiary;no;-168;no;no;unknown;6;may;462;3;8;0;unknown;no
47;admin.;married;primary;no;2650;no;no;cellular;25;may;363;1;-1;0;unknown;yes
63;entrepreneur;married;secondary;no;-3000;yes;no;unknown;25;jun;525;1;-1;0;unknown;no
28;student;divorced;secondary;no;3352;no;no;cellular;22;jul;277;3;-1;0;failure;yes
50;management;divorced;secondary;no;-2303;yes;no;unknown;12;jun;558;2;-1;0;unknown;no
47;blue-collar;married;tertiary;no;367;yes;no;cellular;1;dec;24;2;295;1;unknown;no
37;services;single;primary;no;3585;yes;yes;cellular;22;may;295;1;-1;0;unknown;no
56;management;married;secondary;no;-3000;yes;yes;cellular;10;jul;24;1;-1;0;unknown;no
45;technician;married;tertiary;no;4618;yes;no;cellular;3;apr;359;1;-1;0;unknown;no
30;services;married;secondary;no;977;yes;no;cellular;21;may;257;1;-1;0;failure;yes
39;retired;married;unknown;no;5709;yes;no;unknown;5;aug;4;5;-1;0;unknown;no
30;management;married;unknown;no;-1358;yes;no;cellular;26;may;237;4;-1;0;unknown;no
35;blue-collar;married;secondary;no;-3000;yes;yes;unknown;15;jul;41;1;-1;0;failure;no
48;blue-collar;divorced;secondary;no;1263;yes;no;cellular;4;may;39;2;271;2;unknown;no
51;management;divorced;secondary;no;3111;no;no;telephone;19;apr;42;4;-1;0;unknown;no
43;management;single;secondary;no;3362;yes;no;cellular;17;jun;171;2;-1;0;success;yes
32;management;married;secondary;yes;-2056;no;no;unknown;23;jul;31;5;-1;0;failure;no
45;blue-collar;married;secondary;no;-3000;no;yes;telephone;8;apr;34;2;286;2;unknown;no
48;admin.;single;unknown;no;413;yes;no;unknown;5;dec;76;4;-1;0;failure;no
19;management;single;secondary;no;2899;yes;no;unknown;24;may;0;5;-1;0;unknown;no
42;blue-collar;married;tertiary;no;2747;yes;no;cellular;4;apr;83;2;-1;0;unknown;no
38;services;divorced;primary;no;6066;no;no;cellular;24;may;250;7;-1;0;failure;no
51;admin.;single;secondary;no;229;yes;no;unknown;19;may;239;4;-1;0;unknown;no
45;management;divorced;tertiary;no;-3000;yes;no;unknown;24;apr;907;1;-1;0;unknown;yes
46;technician;single;secondary;no;4939;yes;no;cellular;22;aug;33;1;90;1;unknown;no
35;blue-collar;single;secondary;no;1935;no;no;cellular;9;jun;521;3;-1;0;unknown;no
41;management;married;secondary;no;2196;yes;no;telephone;13;may;129;3;-1;0;success;no
51;admin.;divorced;tertiary;no;3651;no;no;cellular;21;dec;127;4;-1;0;unknown;no
40;retired;single;tertiary;no;5140;yes;no;cellular;17;may;111;4;-1;0;unknown;yes
42;management;married;secondary;no;1280;no;no;cellular;8;may;34;3;-1;0;unknown;no
24;management;married;secondary;no;4879;yes;no;cellular;27;may;169;1;-1;0;unknown;no
40;management;married;unknown;no;3006;yes;no;cellular;19;may;402;4;-1;0;unknown;yes
18;technician;single;tertiary;no;-616;no;no;unknown;11;jun;541;5;107;1;unknown;yes
35;blue-collar;divorced;secondary;no;650;no;no;unknown;21;may;856;5;-1;0;unknown;no
41;admin.;married;tertiary;no;3200;yes;no;unknown;14;jun;400;2;-1;0;unknown;no
49;technician;married;secondary;no;-776;yes;no;unknown;18;jul;253;1;-1;0;unknown;no
30;management;married;secondary;no;4009;no;no;cellular;23;aug;178;3;-1;0;failure;no
45;technician;divorced;secondary;no;1824;no;yes;unknown;5;aug;540;3;-1;0;unknown;no
57;management;single;secondary;no;2494;yes;no;unknown;28;may;349;1;-1;0;unknown;no
33;technician;single;secondary;yes;5671;yes;no;unknown;23;apr;45;6;-1;0;unknown;no
23;management;married;primary;no;2419;no;yes;telephone;12;jun;298;1;-1;0;unknown;no
44;services;married;secondary;yes;1564;yes;no;cellular;16;may;146;1;-1;0;unknown;yes
27;technician;married;tertiary;yes;1102;no;no;cellular;16;mar;235;1;-1;0;unknown;no
31;management;married;tertiary;no;946;yes;no;cellular;14;jun;594;2;-1;0;success;yes
51;blue-collar;single;secondary;no;2286;no;no;unknown;7;may;274;3;-1;0;unknown;no
61;blue-collar;single;tertiary;no;5439;no;no;cellular;21;aug;726;2;-1;0;unknown;no
29;blue-collar;divorced;primary;no;-485;no;no;unknown;21;may;523;3;-1;0;failure;no
32;blue-collar;divorced;secondary;no;-712;yes;no;cellular;9;dec;35;2;-1;0;unknown;yes
36;blue-collar;married;tertiary;no;5205;yes;no;telephone;3;aug;3;1;-1;0;unknown;no
34;management;single;secondary;no;-348;yes;no;cellular;14;feb;126;5;154;1;unknown;no
62;management;divorced;secondary;no;1998;no;no;cellular;24;jun;521;3;353;3;unknown;yes
35;management;single;primary;no;-425;no;yes;cellular;1;jul;67;3;-1;0;unknown;no
36;retired;married;tertiary;no;-3000;yes;no;cellular;14;jul;305;2;-1;0;success;yes
58;admin.;married;secondary;no;1944;no;yes;cellular;20;jun;168;2;-1;0;unknown;no
47;admin.;married;tertiary;no;4695;no;no;unknown;28;jun;356;3;393;1;unknown;yes
51;blue-collar;divorced;secondary;no;1163;yes;no;cellular;18;may;46;1;272;1;unknown;no
